"","count","taxon.id","taxon.rank","taxon.name","establishment","endemic"
"1362",1,513871,"species","Colchicum speciosum","introduced",""
"1363",1,514012,"species","Chenopodiastrum murale","introduced",""
"1364",1,566720,"species","Geranium incanum","introduced",""
"1365",1,582302,"species","Clematis brachiata","introduced",""
"1366",1,714955,"hybrid","Gladiolus × hortulanus","introduced",""
"1367",1,777243,"species","Tagetes patula","introduced",""
"1368",1,790466,"species","Cotoneaster fangianus","introduced",""
"1369",1,790756,"species","Cotoneaster nitens","introduced",""
"1370",1,791250,"species","Cotoneaster sternianus","introduced",""
"1371",1,793886,"hybrid","Rhododendron × hybridum","introduced",""
"1372",1,803653,"species","Achillea asiatica","introduced",""
"1373",1,863670,"hybrid","Polygonatum × hybridum","introduced",""
"1374",1,911385,"species","Petrosedum orientale","introduced",""
"1375",1,931646,"species","Oxybasis glauca","introduced",""
"1376",1,950603,"species","Anemonoides nemorosa","introduced",""
"1377",1,950619,"species","Anemonoides apennina","introduced",""
"1378",1,962637,"species","Pontederia crassipes","introduced",""
"1379",1,1111696,"species","Delphinium cultorum","introduced",""
"1380",1,1199528,"hybrid","Lolium × boucheanum","introduced",""
"1381",1,1477357,"species","Sanicula epipactis","introduced",""
"1382",1,1515452,"species","Poa iconia","introduced",""
"1383",1,1524331,"hybrid","Buddleja × weyeriana","introduced",""
"1384",1,1562069,"species","Mutarda arvensis","introduced",""
"1385",1,1593175,"species","Polystichum polyblepharon","introduced",""
"1386",8616,48256,"species","Pseudotsuga menziesii","native",""
"1387",8284,47751,"species","Polystichum munitum","native",""
"1388",7231,48441,"species","Gaultheria shallon","native",""
"1389",6259,51646,"species","Rubus parviflorus","native",""
"1390",5947,126887,"species","Berberis aquifolium","native",""
"1391",5747,68632,"species","Quercus garryana","native",""
"1392",5497,48227,"species","Acer macrophyllum","native",""
"1393",5173,52821,"species","Achillea millefolium","native",""
"1394",5053,51048,"species","Dicentra formosa","native",""
"1395",5016,48934,"species","Pinus contorta","native",""
"1396",4981,77960,"species","Marah oregana","native",""
"1397",4955,47543,"species","Rubus spectabilis","native",""
"1398",4923,51655,"species","Tellima grandiflora","native",""
"1399",4721,48252,"species","Thuja plicata","native",""
"1400",4693,55767,"species","Claytonia sibirica","native",""
"1401",4662,53419,"species","Oemleria cerasiformis","native",""
"1402",4282,53094,"species","Heracleum maximum","native",""
"1403",4262,53414,"species","Holodiscus discolor","native",""
"1404",4261,564969,"species","Chamaenerion angustifolium","native",""
"1405",4240,51062,"species","Maianthemum racemosum","native",""
"1406",4214,51080,"species","Toxicodendron diversilobum","native",""
"1407",4190,48244,"species","Aquilegia formosa","native",""
"1408",4130,48537,"species","Lysichiton americanus","native",""
"1409",4128,75756,"species","Berberis nervosa","native",""
"1410",4116,48523,"species","Symphoricarpos albus","native",""
"1411",3940,53435,"species","Ribes sanguineum","native",""
"1412",3849,48258,"species","Acer circinatum","native",""
"1413",3836,62493,"species","Spiraea douglasii","native",""
"1414",3735,55104,"species","Polypodium glycyrrhiza","native",""
"1415",3650,51046,"species","Arbutus menziesii","native",""
"1416",3606,52681,"species","Pteridium aquilinum","native",""
"1417",3553,59520,"species","Erythronium oregonum","native",""
"1418",3548,71113,"species","Viola glabella","native",""
"1419",3293,52833,"species","Anaphalis margaritacea","native",""
"1420",3178,47215,"species","Calypso bulbosa","native",""
"1421",3083,63939,"species","Maianthemum dilatatum","native",""
"1422",3034,60881,"species","Lonicera involucrata","native",""
"1423",2997,79480,"species","Vancouveria hexandra","native",""
"1424",2949,52667,"species","Adiantum aleuticum","native",""
"1425",2909,50719,"species","Goodyera oblongifolia","native",""
"1426",2874,77472,"species","Hydrophyllum tenuipes","native",""
"1427",2854,77744,"species","Lilium columbianum","native",""
"1428",2802,48254,"species","Tsuga heterophylla","native",""
"1429",2663,68131,"species","Picea sitchensis","native",""
"1430",2564,63878,"species","Fraxinus latifolia","native",""
"1431",2555,48354,"species","Vaccinium parvifolium","native",""
"1432",2549,53268,"species","Maianthemum stellatum","native",""
"1433",2539,55780,"species","Petasites frigidus","native",""
"1434",2486,57360,"species","Rhododendron macrophyllum","native",""
"1435",2414,48349,"species","Vaccinium ovatum","native",""
"1436",2395,496537,"species","Lysimachia latifolia","native",""
"1437",2300,59524,"species","Xerophyllum tenax","native",""
"1438",2173,57934,"species","Ericameria nauseosa","native",""
"1439",2162,77156,"species","Frangula purshiana","native",""
"1440",2065,57249,"species","Physocarpus capitatus","native",""
"1441",2003,53387,"species","Cornus sericea","native",""
"1442",1959,75415,"species","Amelanchier alnifolia","native",""
"1443",1922,57030,"species","Equisetum telmateia","native",""
"1444",1917,774894,"species","Struthiopteris spicant","native",""
"1445",1901,78699,"species","Populus trichocarpa","native",""
"1446",1869,57786,"species","Plectritis congesta","native",""
"1447",1839,52118,"species","Pterospora andromedea","native",""
"1448",1797,69849,"species","Larix occidentalis","native",""
"1449",1756,49477,"species","Monotropa uniflora","native",""
"1450",1750,62236,"species","Chimaphila umbellata","native",""
"1451",1735,64043,"species","Ceanothus velutinus","native",""
"1452",1729,1096279,"species","Cornus unalaschkensis","native",""
"1453",1675,51071,"species","Prosartes hookeri","native",""
"1454",1661,67804,"species","Purshia tridentata","native",""
"1455",1642,52858,"species","Asarum caudatum","native",""
"1456",1642,55209,"species","Taxus brevifolia","native",""
"1457",1635,50618,"species","Fritillaria affinis","native",""
"1458",1632,76635,"species","Delphinium trolliifolium","native",""
"1459",1627,56593,"species","Dichelostemma congestum","native",""
"1460",1609,57506,"species","Prosartes smithii","native",""
"1461",1603,63690,"species","Abies grandis","native",""
"1462",1559,53723,"species","Calocedrus decurrens","native",""
"1463",1537,75263,"species","Achlys triphylla","native",""
"1464",1522,53201,"species","Sanicula crassicaulis","native",""
"1465",1503,52136,"species","Ipomopsis aggregata","native",""
"1466",1423,76401,"species","Clintonia uniflora","native",""
"1467",1423,77780,"species","Linnaea borealis","native",""
"1468",1378,61871,"species","Collomia grandiflora","native",""
"1469",1378,77818,"species","Lomatium nudicaule","native",""
"1470",1359,52669,"species","Athyrium filix-femina","native",""
"1471",1342,77832,"species","Lonicera ciliosa","native",""
"1472",1318,52994,"species","Claytonia perfoliata","native",""
"1473",1280,71053,"species","Lilium washingtonianum","native",""
"1474",1268,78582,"species","Picea engelmannii","native",""
"1475",1264,77791,"species","Lithophragma parviflorum","native",""
"1476",1248,62223,"species","Philadelphus lewisii","native",""
"1477",1241,61000,"species","Carex obnupta","native",""
"1478",1181,83914,"species","Oplopanax horridus","native",""
"1479",1174,777190,"species","Erythranthe lewisii","native",""
"1480",1167,76447,"species","Cornus nuttallii","native",""
"1481",1158,78257,"species","Olsynium douglasii","native",""
"1482",1139,77266,"species","Geum macrophyllum","native",""
"1483",1137,159696,"species","Calochortus subalpinus","native",""
"1484",1124,62292,"species","Asclepias speciosa","native",""
"1485",1120,52625,"species","Stachys chamissonis","native",""
"1486",1101,53359,"species","Baccharis pilularis","native",""
"1487",1094,143799,"species","Sambucus cerulea","native",""
"1488",1088,61039,"species","Morella californica","native",""
"1489",1087,49444,"species","Corallorhiza mertensiana","native",""
"1490",1086,47359,"species","Apocynum androsaemifolium","native",""
"1491",1085,153412,"species","Corydalis scouleri","native",""
"1492",1083,56034,"species","Alnus rubra","native",""
"1493",1081,78623,"species","Platanthera dilatata","native",""
"1494",1073,57132,"species","Triteleia hyacinthina","native",""
"1495",1062,68083,"species","Pinus albicaulis","native",""
"1496",1059,60496,"species","Erythronium grandiflorum","native",""
"1497",1052,56974,"species","Madia elegans","native",""
"1498",1041,60482,"species","Pulsatilla occidentalis","native",""
"1499",1038,57793,"species","Gilia capitata","native",""
"1500",1037,56854,"species","Adenocaulon bicolor","native",""
"1501",973,55342,"species","Viola sempervirens","native",""
"1502",971,77177,"species","Fritillaria pudica","native",""
"1503",951,79452,"species","Triteleia grandiflora","native",""
"1504",948,765338,"species","Erythranthe dentata","native",""
"1505",942,68057,"species","Ranunculus occidentalis","native",""
"1506",931,62481,"species","Allotropa virgata","native",""
"1507",923,63893,"species","Paxistima myrsinites","native",""
"1508",908,127100,"species","Calyptridium umbellatum","native",""
"1509",906,487175,"species","Primula hendersonii","native",""
"1510",902,53050,"species","Epilobium ciliatum","native",""
"1511",901,128848,"species","Tolmiea menziesii","native",""
"1512",888,78499,"species","Phacelia linearis","native",""
"1513",886,48347,"species","Vaccinium membranaceum","native",""
"1514",883,64288,"species","Polypodium scouleri","native",""
"1515",873,79047,"species","Senecio integerrimus","native",""
"1516",862,524900,"species","Argentina pacifica","native",""
"1517",859,79477,"species","Valeriana sitchensis","native",""
"1518",856,79055,"species","Senecio triangularis","native",""
"1519",854,78883,"species","Rosa nutkana","native",""
"1520",851,53374,"species","Corylus cornuta","native",""
"1521",846,75505,"species","Arctostaphylos columbiana","native",""
"1522",838,771843,"species","Erythranthe alsinoides","native",""
"1523",837,78231,"species","Nothochelone nemorosa","native",""
"1524",834,77155,"species","Fragaria virginiana","native",""
"1525",812,57277,"species","Veronica americana","native",""
"1526",812,78399,"species","Penstemon davidsonii","native",""
"1527",811,77872,"species","Lupinus littoralis","native",""
"1528",803,54840,"species","Populus tremuloides","native",""
"1529",797,75600,"species","Aruncus dioicus","native",""
"1530",796,59013,"species","Collinsia parviflora","native",""
"1531",792,54835,"species","Prunus virginiana","native",""
"1532",791,78941,"species","Salix hookeriana","native",""
"1533",773,71146,"species","Trifolium wormskioldii","native",""
"1534",771,61509,"species","Whipplea modesta","native",""
"1535",752,68084,"species","Pinus monticola","native",""
"1536",750,63898,"species","Ranunculus uncinatus","native",""
"1537",748,54663,"species","Hemitomes congestum","native",""
"1538",748,78234,"species","Nuphar polysepala","native",""
"1539",744,63960,"species","Rubus leucodermis","native",""
"1540",738,78544,"species","Phlox diffusa","native",""
"1541",735,49673,"species","Ceanothus cuneatus","native",""
"1542",730,78372,"species","Pedicularis racemosa","native",""
"1543",725,75241,"species","Abies lasiocarpa","native",""
"1544",709,77816,"species","Lomatium martindalei","native",""
"1545",705,61210,"species","Microsteris gracilis","native",""
"1546",701,47360,"species","Lewisia rediviva","native",""
"1547",700,51752,"species","Brodiaea elegans","native",""
"1548",698,59982,"species","Phacelia hastata","native",""
"1549",695,61884,"species","Moehringia macrophylla","native",""
"1550",687,49647,"species","Leucocrinum montanum","native",""
"1551",680,68049,"species","Arctostaphylos uva-ursi","native",""
"1552",676,59782,"species","Allium acuminatum","native",""
"1553",674,62227,"species","Ceanothus integerrimus","native",""
"1554",671,53416,"species","Lonicera hispidula","native",""
"1555",670,76630,"species","Delphinium nuttallianum","native",""
"1556",669,52676,"species","Pentagramma triangularis","native",""
"1557",660,75991,"species","Campanula scouleri","native",""
"1558",659,77612,"species","Kopsiopsis strobilacea","native",""
"1559",658,78123,"species","Montia parvifolia","native",""
"1560",653,57524,"species","Crocidium multicaule","native",""
"1561",643,78288,"species","Orthilia secunda","native",""
"1562",642,77795,"species","Lithospermum ruderale","native",""
"1563",640,53328,"species","Viola adunca","native",""
"1564",640,75770,"species","Bistorta bistortoides","native",""
"1565",638,57353,"species","Nemophila parviflora","native",""
"1566",637,52673,"species","Equisetum hyemale","native",""
"1567",635,56827,"species","Lomatium utriculatum","native",""
"1568",633,77789,"species","Lithophragma glabrum","native",""
"1569",628,76409,"species","Collinsia grandiflora","native",""
"1570",626,56826,"species","Lomatium macrocarpum","native",""
"1571",623,50614,"species","Lupinus bicolor","native",""
"1572",613,78728,"species","Potentilla gracilis","native",""
"1573",609,53166,"species","Osmorhiza berteroi","native",""
"1574",603,79273,"species","Streptopus amplexifolius","native",""
"1575",601,56787,"species","Fritillaria recurva","native",""
"1576",600,63937,"species","Hieracium albiflorum","native",""
"1577",599,64184,"species","Claytonia rubra","native",""
"1578",597,128077,"species","Castilleja levisecta","native",""
"1579",596,63078,"species","Acer glabrum","native",""
"1580",593,78858,"species","Ribes lacustre","native",""
"1581",590,79471,"species","Vaccinium scoparium","native",""
"1582",587,58725,"species","Juniperus communis","native",""
"1583",585,56851,"species","Asclepias fascicularis","native",""
"1584",585,79031,"species","Sedum oregonense","native",""
"1585",582,59613,"species","Astragalus purshii","native",""
"1586",578,59549,"species","Lupinus polyphyllus","native",""
"1587",572,49919,"species","Quercus kelloggii","native",""
